Bdist3	braDis3	Brachypodium distachyon Bd21 (JGI v3.0)	eukaryota	Streptophyta
Mtrun4	medTru4	Medicago truncatula (Mt4.0v1)	eukaryota	Streptophyta
Graim2	gosRai2	Gossypium raimondii (Cotton v2)	eukaryota	Streptophyta
Ptric3	popTri3	Populus trichocarpa (JGI v3.0)	eukaryota	Streptophyta
Sbico3	sorBic3	Sorghum bicolor (Version 3.1)	eukaryota	Streptophyta
Oarie1	oviAri3	Ovis aries (sheep) (Feb 2010)	eukaryota	Mammalia
Zmays6	zeaMay6	Zea mays B73 (Version AGPv3)	eukaryota	Streptophyta
Gmax2	glyMax2	Glycine max (soybean) (Wm82.a2)	eukaryota	Streptophyta
Rnorv6	rn6	Rattus norvegicus (Rat Jul. 2014 RGSC 6.0/rn6)	eukaryota	Mammalia
Vpaco2	vicPac2	Vicugna pacos (Alpaca Mar. 2013 Vicugna_pacos-2.0.1/vicPac2)	eukaryota	Mammalia
Osati7	orySat7	Oryza sativa Japonica Group (Japanese rice IRGSP-1.0)	eukaryota	Streptophyta
danRer10	danRer10	Danio rerio (Zebrafish Sep. 2014 GRCz10/danRer10)	eukaryota	Vertebrata
proCap1	proCap1	Procavia capensis (Rock hyrax Jul. 2008 Broad/proCap1)	eukaryota	Mammalia
pteVam1	pteVam1	Pteropus vampyrus (Megabat Jul. 2008 Broad/pteVam1)	eukaryota	Mammalia
manEsc6	manEsc6	Manihot esculenta (Cassava v6)	eukaryota	Spermatophyta
Vibr_cora_OCN014	vibrCora_OCN014	Vibrio coralliilyticus OCN014	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_cora_RE98	vibrCora_RE98	Vibrio coralliilyticus RE98	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_furn_NCTC_11218	vibrFurn_NCTC_11218	Vibrio furnissii NCTC 11218	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_nigr_SFn1	vibrNigr_SFN1	Vibrio nigripulchritudo SFn1	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_para_BB22OP	vibrPara_BB22OP	Vibrio parahaemolyticus BB22OP	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_para_O1_K33_CDC_K4557	vibrPara_O1_K33_CDC_K4557	Vibrio parahaemolyticus O1_K33 str. CDC_K4557	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_para_O1_Kuk_FDA_R31	vibrPara_O1_KUK_FDA_R31	Vibrio parahaemolyticus O1_Kuk str. FDA_R31	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_para_RIMD_2210633_O3_K6_RIMD_2210633	vibrPara_RIMD_2210633_O3_K6_RI	Vibrio parahaemolyticus RIMD 2210633 O3 K6 substr. RIMD 2210633	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_para_UCM_V493	vibrPara_UCM_V493	Vibrio parahaemolyticus UCM-V493	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_EJY3	vibrSp_EJY3	Vibrio sp. EJY3	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_Ex25_EX25	vibrSp_EX25_EX25	Vibrio sp. Ex25 EX25	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_tasm_LGP32	vibrTasm_LGP32	Vibrio tasmaniensis LGP32	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_tubi_ATCC_19109	vibrTubi_ATCC19109	Vibrio tubiashii ATCC 19109	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_vuln_93U204	vibrVuln_93U204	Vibrio vulnificus 93U204	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_vuln_CMCP6	vibrVuln_CMCP6_1	Vibrio vulnificus CMCP6	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_vuln_MO6_24_O	vibrVuln_MO6_24_O	Vibrio vulnificus MO6-24/O	bacteria	Proteobacteria	Gammaproteobacteria
Vibr_vuln_YJ016	vibrVuln_YJ016_1	Vibrio vulnificus YJ016	bacteria	Proteobacteria	Gammaproteobacteria
Wigg_glos_endosymbiont_of_Glossina_brevipalpis	wiggBrev	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	bacteria	Proteobacteria	Gammaproteobacteria
Wigg_glos_endosymbiont_of_Glossina_morsitans_morsitans_Yale_colony	wiggGlos_ENDOSYMBIONT_OF_GLOSS_1	Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans Yale colony	bacteria	Proteobacteria	Gammaproteobacteria
Xant_albi_GPE_PC73	xantAlbi_GPE_PC73	Xanthomonas albilineans GPE PC73	bacteria	Proteobacteria	Gammaproteobacteria
Xant_axon_Xac29_1	xantAxon_XAC29_1	Xanthomonas axonopodis Xac29-1	bacteria	Proteobacteria	Gammaproteobacteria
Xant_axon_pv_citri_306	xantAxon_PV_CITRI_306	Xanthomonas axonopodis pv. citri str. 306	bacteria	Proteobacteria	Gammaproteobacteria
Xant_axon_pv_citrumelo_F1	xantAxon_PV_CITRUMELO_F1	Xanthomonas axonopodis pv. citrumelo F1	bacteria	Proteobacteria	Gammaproteobacteria
Xant_camp_17	xantCamp_17	Xanthomonas campestris 17	bacteria	Proteobacteria	Gammaproteobacteria
Xant_camp_pv_campestris_B100	xantCamp_PV_CAMPESTRIS_B100	Xanthomonas campestris pv. campestris B100	bacteria	Proteobacteria	Gammaproteobacteria
Xant_camp_pv_campestris_8004	xantCamp_PV_CAMPESTRIS_8004	Xanthomonas campestris pv. campestris str. 8004	bacteria	Proteobacteria	Gammaproteobacteria
Xant_camp_pv_campestris_ATCC_33913	xantCamp_PV_CAMPESTRIS_ATCC339	Xanthomonas campestris pv. campestris str. ATCC 33913	bacteria	Proteobacteria	Gammaproteobacteria
Xant_camp_pv_raphani_756C	xantCamp_PV_RAPHANI_756C	Xanthomonas campestris pv. raphani 756C	bacteria	Proteobacteria	Gammaproteobacteria
Xant_camp_pv_vesicatoria_85_10	xantCamp_PV_VESICATORIA_85_10	Xanthomonas campestris pv. vesicatoria str. 85-10	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_5208	xantCitr_CITRI_5208	Xanthomonas citri subsp. citri 5208	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_A306	xantCitr_CITRI_A306	Xanthomonas citri subsp. citri A306	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_AW13	xantCitr_CITRI_AW13	Xanthomonas citri subsp. citri AW13	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_AW14	xantCitr_CITRI_AW14	Xanthomonas citri subsp. citri AW14	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_AW15	xantCitr_CITRI_AW15	Xanthomonas citri subsp. citri AW15	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_AW16	xantCitr_CITRI_AW16	Xanthomonas citri subsp. citri AW16	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_Aw12879	xantCitr_CITRI_AW12879	Xanthomonas citri subsp. citri Aw12879	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_BL18	xantCitr_CITRI_BL18	Xanthomonas citri subsp. citri BL18	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_FB19	xantCitr_CITRI_FB19	Xanthomonas citri subsp. citri FB19	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_MN10	xantCitr_CITRI_MN10	Xanthomonas citri subsp. citri MN10	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_MN11	xantCitr_CITRI_MN11	Xanthomonas citri subsp. citri MN11	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_MN12	xantCitr_CITRI_MN12	Xanthomonas citri subsp. citri MN12	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_NT17	xantCitr_CITRI_NT17	Xanthomonas citri subsp. citri NT17	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_UI6	xantCitr_CITRI_UI6	Xanthomonas citri subsp. citri UI6	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_UI7	xantCitr_CITRI_UI7	Xanthomonas citri subsp. citri UI7	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_gd2	xantCitr_CITRI_GD2	Xanthomonas citri subsp. citri gd2	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_gd3	xantCitr_CITRI_GD3	Xanthomonas citri subsp. citri gd3	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_jx4	xantCitr_CITRI_JX4	Xanthomonas citri subsp. citri jx4	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_jx5	xantCitr_CITRI_JX5	Xanthomonas citri subsp. citri jx5	bacteria	Proteobacteria	Gammaproteobacteria
Xant_citr_citri_mf20	xantCitr_CITRI_MF20	Xanthomonas citri subsp. citri mf20	bacteria	Proteobacteria	Gammaproteobacteria
Xant_fusc_fuscans_4834_R	xantFusc_FUSCANS_4834_R	Xanthomonas fuscans subsp. fuscans 4834-R	bacteria	Proteobacteria	Gammaproteobacteria
Xant_oryz_pv_oryzae_KACC_10331_KACC10331	xantOryz_PV_ORYZAE_KACC_10331	Xanthomonas oryzae pv. oryzae KACC 10331 KACC10331	bacteria	Proteobacteria	Gammaproteobacteria
Xant_oryz_pv_oryzae_MAFF_311018	xantOryz_PV_ORYZAE_MAFF_311018	Xanthomonas oryzae pv. oryzae MAFF 311018	bacteria	Proteobacteria	Gammaproteobacteria
Xant_oryz_pv_oryzae_PXO86	xantOryz_PV_ORYZAE_PXO86	Xanthomonas oryzae pv. oryzae PXO86	bacteria	Proteobacteria	Gammaproteobacteria
Xant_oryz_pv_oryzae_PXO99A	xantOryz_PV_ORYZAE_PXO99A	Xanthomonas oryzae pv. oryzae PXO99A	bacteria	Proteobacteria	Gammaproteobacteria
Xant_oryz_pv_oryzicola_BLS256	xantOryz_PV_ORYZICOLA_BLS256	Xanthomonas oryzae pv. oryzicola BLS256	bacteria	Proteobacteria	Gammaproteobacteria
Xant_oryz_pv_oryzicola_CFBP7342	xantOryz_PV_ORYZICOLA_CFBP7342	Xanthomonas oryzae pv. oryzicola CFBP7342	bacteria	Proteobacteria	Gammaproteobacteria
Xant_sacc_R1	xantSacc_R1	Xanthomonas sacchari R1	bacteria	Proteobacteria	Gammaproteobacteria
Xeno_bovi_CS03	xenoBovi_CS03	Xenorhabdus bovienii CS03	bacteria	Proteobacteria	Gammaproteobacteria
Xeno_bovi_SS_2004	xenoBovi_SS_2004	Xenorhabdus bovienii SS-2004	bacteria	Proteobacteria	Gammaproteobacteria
Xeno_douc_FRM16	xenoDouc_FRM16	Xenorhabdus doucetiae FRM16	bacteria	Proteobacteria	Gammaproteobacteria
Xeno_nema_AN6_1	xenoNema_AN6_1	Xenorhabdus nematophila AN6/1	bacteria	Proteobacteria	Gammaproteobacteria
Xeno_nema_ATCC_19061	xenoNema_ATCC19061	Xenorhabdus nematophila ATCC 19061	bacteria	Proteobacteria	Gammaproteobacteria
Xeno_poin_G6	xenoPoin_G6	Xenorhabdus poinarii G6	bacteria	Proteobacteria	Gammaproteobacteria
Xyle_fast_9a5c	xyleFast	Xylella fastidiosa 9a5c	bacteria	Proteobacteria	Gammaproteobacteria
Xyle_fast_M12	xyleFast_M12	Xylella fastidiosa M12	bacteria	Proteobacteria	Gammaproteobacteria
Xyle_fast_M23	xyleFast_M23	Xylella fastidiosa M23	bacteria	Proteobacteria	Gammaproteobacteria
Xyle_fast_MUL0034	xyleFast_MUL0034	Xylella fastidiosa MUL0034	bacteria	Proteobacteria	Gammaproteobacteria
Xyle_fast_Temecula1	xyleFast_TEMECULA1	Xylella fastidiosa Temecula1	bacteria	Proteobacteria	Gammaproteobacteria
Xyle_fast_fastidiosa_GB514	xyleFast_FASTIDIOSA_GB51	Xylella fastidiosa subsp. fastidiosa GB514	bacteria	Proteobacteria	Gammaproteobacteria
Xyle_fast_sandyi_Ann_1	xyleFast_SANDYI_ANN_1	Xylella fastidiosa subsp. sandyi Ann-1	bacteria	Proteobacteria	Gammaproteobacteria
Yers_aldo_670_83	yersAldo_670_83	Yersinia aldovae 670-83	bacteria	Proteobacteria	Gammaproteobacteria
Yers_ente_2516_87	yersEnte_2516_87	Yersinia enterocolitica 2516-87	bacteria	Proteobacteria	Gammaproteobacteria
Yers_ente_8081	yersEnte_8081	Yersinia enterocolitica 8081	bacteria	Proteobacteria	Gammaproteobacteria
Yers_ente_LC20	yersEnte_LC20	Yersinia enterocolitica LC20	bacteria	Proteobacteria	Gammaproteobacteria
Yers_ente_WA	yersEnte_WA	Yersinia enterocolitica WA	bacteria	Proteobacteria	Gammaproteobacteria
Yers_ente_enterocolitica_8081	yersEnte_ENTEROCOLITICA	Yersinia enterocolitica subsp. enterocolitica 8081	bacteria	Proteobacteria	Gammaproteobacteria
Yers_ente_palearctica_105_5Rr	yersEnte_PALEARCTICA_105	Yersinia enterocolitica subsp. palearctica 105.5Rr	bacteria	Proteobacteria	Gammaproteobacteria
Yers_ente_palearctica_Y11	yersEnte_PALEARCTICA_Y11	Yersinia enterocolitica subsp. palearctica Y11	bacteria	Proteobacteria	Gammaproteobacteria
Yers_ente_type_O_5_YE53_03	yersEnte_TYPE_O_5_YE53_03	Yersinia enterocolitica type O_5 str. YE53/03	bacteria	Proteobacteria	Gammaproteobacteria
Yers_fred_Y225	yersFred_Y225	Yersinia frederiksenii Y225	bacteria	Proteobacteria	Gammaproteobacteria
Yers_inte_Y228	yersInte_Y228	Yersinia intermedia Y228	bacteria	Proteobacteria	Gammaproteobacteria
Yers_kris_ATCC_33639	yersKris_ATCC33639	Yersinia kristensenii ATCC 33639	bacteria	Proteobacteria	Gammaproteobacteria
Yers_kris_Y231	yersKris_Y231	Yersinia kristensenii Y231	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_A1122_1	yersPest_A1122_1	Yersinia pestis A1122	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_A1122	yersPest_A1122	Yersinia pestis A1122	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_Angola_1	yersPest_ANGOLA_1	Yersinia pestis Angola	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_Angola	yersPest_ANGOLA	Yersinia pestis Angola	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_Antiqua_1	yersPest_ANTIQUA_1	Yersinia pestis Antiqua	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_Antiqua	yersPest_ANTIQUA	Yersinia pestis Antiqua	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_CO92	yersPest_CO92	Yersinia pestis CO92	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_D106004	yersPest_D106004	Yersinia pestis D106004	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_D182038	yersPest_D182038	Yersinia pestis D182038	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_Dodson	yersPest_DODSON	Yersinia pestis Dodson	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_El_Dorado	yersPest_EL_DORADO	Yersinia pestis El Dorado	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_Harbin35	yersPest_HARBIN35	Yersinia pestis Harbin35	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_Java9	yersPest_JAVA9	Yersinia pestis Java9	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_KIM10+	yersPest_KIM10+	Yersinia pestis KIM10+	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_KIM5	yersPest_KIM5	Yersinia pestis KIM5	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_Nairobi	yersPest_NAIROBI	Yersinia pestis Nairobi	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_Nepal516	yersPest_NEPAL516	Yersinia pestis Nepal516	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_Nicholisk_41	yersPest_NICHOLISK_41	Yersinia pestis Nicholisk 41	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_PBM19	yersPest_PBM19	Yersinia pestis PBM19	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_Pestoides_F	yersPest_PESTOIDES_F	Yersinia pestis Pestoides F	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_Pestoides_F_1	yersPest_PESTOIDES_F_1	Yersinia pestis Pestoides F	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_Pestoides_G	yersPest_PESTOIDES_G	Yersinia pestis Pestoides G	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_Shasta	yersPest_SHASTA	Yersinia pestis Shasta	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_Z176003	yersPest_Z176003	Yersinia pestis Z176003	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_biovar_Medievalis_Harbin_35	yersPest_MEDIEVALIS_HARBIN_35	Yersinia pestis biovar Medievalis str. Harbin 35	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_biovar_Microtus_91001	yersPest_MICROTUS_91001	Yersinia pestis biovar Microtus str. 91001	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pest_Pestoides_B	yersPest_PESTOIDES_B	Yersinia pestis str. Pestoides B	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pseu_1	yersPseu_1	Yersinia pseudotuberculosis 1	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pseu_ATCC_6904	yersPseu_ATCC6904	Yersinia pseudotuberculosis ATCC 6904	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pseu_EP2_+	yersPseu_EP2_+	Yersinia pseudotuberculosis EP2/+	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pseu_IP_31758	yersPseu_IP31758	Yersinia pseudotuberculosis IP 31758	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pseu_IP_32953	yersPseu_IP32953	Yersinia pseudotuberculosis IP 32953	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pseu_IP_32953_IP32953	yersPseu_IP_32953_IP32953	Yersinia pseudotuberculosis IP 32953 IP32953	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pseu_MD67	yersPseu_MD67	Yersinia pseudotuberculosis MD67	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pseu_PB1_+_1	yersPseu_PB1_+_1	Yersinia pseudotuberculosis PB1/+	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pseu_PB1_+	yersPseu_PB1_+	Yersinia pseudotuberculosis PB1/+	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pseu_YPIII_1	yersPseu_YPIII_1	Yersinia pseudotuberculosis YPIII	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pseu_YPIII	yersPseu_YPIII	Yersinia pseudotuberculosis YPIII	bacteria	Proteobacteria	Gammaproteobacteria
Yers_pseu_PA3606_Pa3606	yersPseu_PA3606_PA3606	Yersinia pseudotuberculosis str. PA3606 Pa3606	bacteria	Proteobacteria	Gammaproteobacteria
Yers_rohd_YRA	yersRohd_YRA	Yersinia rohdei YRA	bacteria	Proteobacteria	Gammaproteobacteria
Yers_ruck_Big_Creek_74	yersRuck_BIG_CREEK_74	Yersinia ruckeri Big Creek 74	bacteria	Proteobacteria	Gammaproteobacteria
Yers_ruck_YRB	yersRuck_YRB	Yersinia ruckeri YRB	bacteria	Proteobacteria	Gammaproteobacteria
Yers_simi_228	yersSimi_228	Yersinia similis 228	bacteria	Proteobacteria	Gammaproteobacteria
endo_of_unidentified_scaly_snail_isolate_Monju	endoOf_UNIDENTIFIED_SCALY_SNA	endosymbiont of unidentified scaly snail isolate Monju	bacteria	Proteobacteria	Gammaproteobacteria
gamm_prot_HdN1	gammProt_HDN1	gamma proteobacterium HdN1	bacteria	Proteobacteria	Gammaproteobacteria
seco_endo_of_Ctenarytaina_eucalypti	secoEndo_OF_CTENARYTAINA_EUCAL	secondary endosymbiont of Ctenarytaina eucalypti	bacteria	Proteobacteria	Gammaproteobacteria
seco_endo_of_Heteropsylla_cubana	secoEndo_OF_HETEROPSYLLA_CUBAN	secondary endosymbiont of Heteropsylla cubana	bacteria	Proteobacteria	Gammaproteobacteria
synt_Esch_coli_C321_deltaA	syntEsch_COLI_C321_DELTAA	synthetic Escherichia coli C321.deltaA	bacteria	Proteobacteria	Gammaproteobacteria
Borr_afze_HLJ01	borrAfze_HLJ01	Borrelia afzelii HLJ01	bacteria	Spirochaetes	Spirochaetales
Borr_afze_K78	borrAfze_K78	Borrelia afzelii K78	bacteria	Spirochaetes	Spirochaetales
Borr_afze_PKo	borrAfze_PKO	Borrelia afzelii PKo	bacteria	Spirochaetes	Spirochaetales
Borr_afze_Tom3107	borrAfze_TOM3107	Borrelia afzelii Tom3107	bacteria	Spirochaetes	Spirochaetales
Borr_biss_DN127	borrBiss_DN127	Borrelia bissettii DN127	bacteria	Spirochaetes	Spirochaetales
Borr_burg_B31_1	borrBurg_B31_1	Borrelia burgdorferi B31	bacteria	Spirochaetes	Spirochaetales
Borr_burg_B31	borrBurg	Borrelia burgdorferi B31	bacteria	Spirochaetes	Spirochaetales
Borr_burg_CA382	borrBurg_CA382	Borrelia burgdorferi CA382	bacteria	Spirochaetes	Spirochaetales
Borr_burg_JD1	borrBurg_JD1	Borrelia burgdorferi JD1	bacteria	Spirochaetes	Spirochaetales
Borr_burg_N40	borrBurg_N40	Borrelia burgdorferi N40	bacteria	Spirochaetes	Spirochaetales
Borr_burg_ZS7	borrBurg_ZS7	Borrelia burgdorferi ZS7	bacteria	Spirochaetes	Spirochaetales
Borr_chil_VA1	borrChil_VA1	Borrelia chilensis VA1	bacteria	Spirochaetes	Spirochaetales
Borr_croc_Achema	borrCroc_ACHEMA	Borrelia crocidurae str. Achema	bacteria	Spirochaetes	Spirochaetales
Borr_dutt_Ly	borrDutt_LY	Borrelia duttonii Ly	bacteria	Spirochaetes	Spirochaetales
Borr_gari_BgVir	borrGari_BGVIR	Borrelia garinii BgVir	bacteria	Spirochaetes	Spirochaetales
Borr_gari_NMJW1	borrGari_NMJW1	Borrelia garinii NMJW1	bacteria	Spirochaetes	Spirochaetales
Borr_gari_PBi	borrGari_PBI	Borrelia garinii PBi	bacteria	Spirochaetes	Spirochaetales
Borr_gari_SZ	borrGari_SZ	Borrelia garinii SZ	bacteria	Spirochaetes	Spirochaetales
Borr_herm_CC1	borrHerm_CC1	Borrelia hermsii CC1	bacteria	Spirochaetes	Spirochaetales
Borr_miya_CT14D4	borrMiya_CT14D4	Borrelia miyamotoi CT14D4	bacteria	Spirochaetes	Spirochaetales
Borr_miya_LB_2001	borrMiya_LB_2001	Borrelia miyamotoi LB-2001	bacteria	Spirochaetes	Spirochaetales
Borr_park_HR1	borrPark_HR1	Borrelia parkeri HR1	bacteria	Spirochaetes	Spirochaetales
Borr_recu_A1	borrRecu_A1	Borrelia recurrentis A1	bacteria	Spirochaetes	Spirochaetales
Borr_turi_91E135	borrTuri_91E135	Borrelia turicatae 91E135	bacteria	Spirochaetes	Spirochaetales
Borr_vala_Tom4006	borrVala_TOM4006	Borrelia valaisiana Tom4006	bacteria	Spirochaetes	Spirochaetales
Borr_vala_VS116	borrVala_VS116	Borrelia valaisiana VS116	bacteria	Spirochaetes	Spirochaetales
Brac_hyod_WA1_ATCC_49526	bracHyod_WA1_ATCC49526	Brachyspira hyodysenteriae WA1 ATCC 49526	bacteria	Spirochaetes	Spirochaetales
Brac_inte_PWS_A	bracInte_PWS_A	Brachyspira intermedia PWS/A	bacteria	Spirochaetes	Spirochaetales
Brac_murd_DSM_12563	bracMurd_DSM12563	Brachyspira murdochii DSM 12563	bacteria	Spirochaetes	Spirochaetales
Brac_pilo_95_1000	bracPilo_95_1000	Brachyspira pilosicoli 95/1000	bacteria	Spirochaetes	Spirochaetales
Brac_pilo_B2904	bracPilo_B2904	Brachyspira pilosicoli B2904	bacteria	Spirochaetes	Spirochaetales
Brac_pilo_P43_6_78	bracPilo_P43_6_78	Brachyspira pilosicoli P43/6/78	bacteria	Spirochaetes	Spirochaetales
Brac_pilo_WesB	bracPilo_WESB	Brachyspira pilosicoli WesB	bacteria	Spirochaetes	Spirochaetales
Lept_bifl_serovar_Patoc_strain_Patoc_1_Ames	leptBifl_PATOC_STRAIN_PATOC_1	Leptospira biflexa serovar Patoc strain Patoc 1 Ames	bacteria	Spirochaetes	Spirochaetales
Lept_bifl_serovar_Patoc_strain_Patoc_1_Paris	leptBifl_PATOC_STRAIN_PATOC_1_1	Leptospira biflexa serovar Patoc strain Patoc 1 Paris	bacteria	Spirochaetes	Spirochaetales
Lept_borg_serovar_Hardjo_bovis_JB197	leptBorg_JB197	Leptospira borgpetersenii serovar Hardjo-bovis str. JB197	bacteria	Spirochaetes	Spirochaetales
Lept_borg_serovar_Hardjo_bovis_L550	leptBorg_L550	Leptospira borgpetersenii serovar Hardjo-bovis str. L550	bacteria	Spirochaetes	Spirochaetales
Lept_inte_serovar_Copenhageni_Fiocruz_L1_130	leptInte_COPENHAGENI_FIOCRUZ_L	Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	bacteria	Spirochaetes	Spirochaetales
Lept_inte_serovar_Lai_56601	leptInte_LAI	Leptospira interrogans serovar Lai str. 56601	bacteria	Spirochaetes	Spirochaetales
Lept_inte_serovar_Lai_IPAV	leptInte_LAI_IPAV	Leptospira interrogans serovar Lai str. IPAV	bacteria	Spirochaetes	Spirochaetales
Lept_inte_serovar_Linhai_56609	leptInte_LINHAI_56609	Leptospira interrogans serovar Linhai str. 56609	bacteria	Spirochaetes	Spirochaetales
Sali_paci_L21_RPul_D2	saliPaci_L21_RPUL_D2	Salinispira pacifica L21-RPul-D2	bacteria	Spirochaetes	Spirochaetales
Spha_cocc_DSM_17374	sphaCocc_DSM17374	Sphaerochaeta coccoides DSM 17374	bacteria	Spirochaetes	Spirochaetales
Spha_glob_Buddy	sphaGlob_BUDDY	Sphaerochaeta globosa str. Buddy	bacteria	Spirochaetes	Spirochaetales
Spha_pleo_Grapes	sphaPleo_GRAPES	Sphaerochaeta pleomorpha str. Grapes	bacteria	Spirochaetes	Spirochaetales
Spir_afri_DSM_8902	spirAfri_DSM8902	Spirochaeta africana DSM 8902	bacteria	Spirochaetes	Spirochaetales
Spir_smar_DSM_11293	spirSmar_DSM11293	Spirochaeta smaragdinae DSM 11293	bacteria	Spirochaetes	Spirochaetales
Spir_ther_DSM_6192	spirTher_DSM6192	Spirochaeta thermophila DSM 6192	bacteria	Spirochaetes	Spirochaetales
Spir_ther_DSM_6578	spirTher_DSM6578	Spirochaeta thermophila DSM 6578	bacteria	Spirochaetes	Spirochaetales
Trep_azot_ZAS_9	trepAzot_ZAS_9	Treponema azotonutricium ZAS-9	bacteria	Spirochaetes	Spirochaetales
Trep_bren_DSM_12168	trepBren_DSM12168	Treponema brennaborense DSM 12168	bacteria	Spirochaetes	Spirochaetales
Trep_cald_DSM_7334	trepCald_DSM7334	Treponema caldaria DSM 7334	bacteria	Spirochaetes	Spirochaetales
Trep_dent_ATCC_35405	trepDent_ATCC35405	Treponema denticola ATCC 35405	bacteria	Spirochaetes	Spirochaetales
Trep_pall_Fribourg_Blanc	trepPall_FRIBOURG_BLANC	Treponema pallidum str. Fribourg-Blanc	bacteria	Spirochaetes	Spirochaetales
Trep_pall_endemicum_Bosnia_A	trepPall_ENDEMICUM_BOSNI	Treponema pallidum subsp. endemicum str. Bosnia A	bacteria	Spirochaetes	Spirochaetales
Trep_pall_pallidum_DAL_1	trepPall_PALLIDUM_DAL_1	Treponema pallidum subsp. pallidum DAL-1	bacteria	Spirochaetes	Spirochaetales
Trep_pall_pallidum_SS14	trepPall_PALLIDUM_SS14	Treponema pallidum subsp. pallidum SS14	bacteria	Spirochaetes	Spirochaetales
